utterance	label_0	label_1	label_2
워킹맘은 죄인이야	10	80	10
퇴근할 때 긴장이 풀리는 건지 힘이 빠져	10	10	80
문제라고 느껴질 정도로 만사에 흥미가 안 생겨요	70	20	10
나도 해야 할 일이 있는데 진짜 너무 화나더라.	90	5	5
벼랑 끝에 서 있는 느낌 때문에 일이 안 돼요	10	20	70
속이 갑갑하고 숨도 잘 안 쉬어지는 것 같고… 기분도 우울하네요.	10	20	70
시어머니가 날 답답하게 만들어	70	10	20
면접 너무 망쳐서 죽고 싶다.	5	90	5
아무 힘도 나질 않아	5	5	90
그 때 행군 갔다가 귀대한 후에는 막 다 죽여 버리고 싶었어요.	90	5	5
너무 비참해서 소리를 질렀어	5	90	5
이 세상에서 완전히 사라지고 싶어.	10	80	10
따갑고 가렵고… 아기는 아기대로 보채고… 정말 행복하다는 감정이 하나도 안 들어요.	10	80	10
매일 나를 욕해	90	5	5
힘들어서 그런지 식욕을 잃어버린 것 같아	5	5	90
갑자기 막 허무해서 그냥 울었어	70	20	10
식당 아줌마로 늙어가는게 한심스럽게 느껴지고…	10	80	10
잃은 게 너무 많다는 생각이 들고 다 실패한 것만 같아	5	90	5
쳇바퀴 도는 것 같은 일상이 싫어요	20	10	70
그래서 걔한테 정말 심하게 화를 냈어요.	90	5	5
애 키울 생각하니까 계속 살찐다	10	10	80
친구가 너 좀 우울해 보인다는 거예요. 말도 횡설수설하고.	10	10	80
엄마가 조금만 잔소리를 해도 기분이 오르락 내리락 해	5	5	90
걱정만 쌓이고 잠도 못 자니까 진짜 죽고 싶어	5	5	90
심각하다 싶을 정도로 살이 찌는 것 같아	10	10	80
오래 잤는데도 꼭 안 잔 것 같아	5	5	90
물건을 사러 나가면 점원이 나를 비웃는 것 같아서 온라인 쇼핑만 해요.	10	70	20
세상에 꺾인 기분이 들어	10	80	10
쉽게 우울해지는 것 같아요.	10	20	70
나를 시기하게 된 걸까….	10	10	80
평소에 분노를 항상 억누르고 참아.	70	20	10
임신 기간이 너무 길어서 초조하고 의욕도 줄었어	5	5	90
입맛이 없어서요.	10	10	80
낯선 해외에서 의지할 사람이 없으니까 외로워요.	10	80	10
조금밖에 못 자니까 온몸이 다 아픈 것 같아	10	20	70
성인 되면 좀 나아질 줄 알았는데 여전히 저래. 진짜 빡친다.	70	20	10
속앓이가 너무 심해	90	5	5
소화도 잘 안 되고.. 몸에서 열도 나고 뼈도 쑤시고 그런 통증이 이어져요.	5	5	90
시아버지가 나 차별해서 너무 짜증나	10	80	10
나는 왜 이렇게 잘하는 일이 없을까	80	10	10
그때는 정말 죽고 싶었어요.	10	70	20
요즘 너무 외로워…	20	70	10
능력도 안 되면서 아기부터 가진 제가 너무 보잘것 없이 느껴져요.	20	70	10
밥은 별로 안 먹고 싶고, 대신 술을 전보다 자주 마시는 거 같아.	20	10	70
집중력 0이야	10	10	80
피곤하고 멍하니까 두통까지 와	90	5	5
뭘 해도 충전이 안 되는 거 같아	10	10	80
아무 이유도 없는데 울렁거려	10	20	70
아이 가졌는데 기분 하나도 안 좋고 울적해	70	20	10
속도 엄청 메스껍고 막 으슬거리면서 추운데 몸에선 열 나고.	20	10	70
애기가 잘못 되면 어쩌지 계속 걱정만 늘어나고 힘든 것 같아	10	10	80
다른 거엔 다 흥미가 사라지고 진짜 뭐하면서 보내야 하는지 모르겠어	90	5	5
임당 확정되니까 내가 다 잘못한 것 같아서 너무 죄책감 들었어	10	80	10
가진것도 없는게 아기부터 가졌다고 다들 손가락질 하니까 나도 모르게 움츠러 들게 돼	10	80	10
아무튼 계속 이렇게 살다 보니까 자존감이 엄청 떨어지는 것 같아요.	20	70	10
하루에 한 끼도 제대로 안 먹어.	5	5	90
나는 왜 이렇게 패배감을 드는 걸까 우울증인 걸까	10	70	20
남편은 돈도 안 벌어오고 나도 능력도 없고 이런 인생이 너무 한심스럽네	20	70	10
전남편은 잘만 사는데 내 인생만 구질구질한것 같아서 너무 한심스럽다	5	90	5
살쪄서 그냥 앉아 있는 것도 힘들어	20	10	70
자다가도 계속 일어나니까 미치겠어	10	20	70
회사에서 잘리니까 정말 절망적이었어	10	70	20
내 사연은 아무것도 모르면서 다들 나한테 손가락질해대	5	90	5
화나면 남편도 소용없고 마인드컨트롤이 안 되는 것 같아	20	70	10
아기 때문에 직장 잘리고 나니까 인생에 대한 희망이 없어진 느낌이야	20	10	70
갑자기 살이 많이 빠져서 엄마가 얼굴이 너무 안 좋다고 보약 지어 먹자고 그래.	10	10	80
답답하고 집중력이 떨어지고 사람들 만나는 게 힘들어	10	20	70
아빠가 죽었으면 좋겠다고 밤마다 기도했을 정도야.	70	10	20
아무 이유 없이 적적해요	10	70	20
소화력도 떨어졌어…..	20	10	70
몸무게도 3kg이나 빠졌어요.	10	10	80
너무 조용해서 세상에 저만 남겨진 기분이었어요.	10	70	20
몸이 무거워지니까 아무것도 못 하겠어	10	20	70
어딜 가든 따로 다니는 것 같아	10	80	10
내 친구들은 모두 결혼했는데 나만 혼자야..	10	70	20
친구들이 자꾸 빈정대는 것 같아서 인연을 끊어버리고 싶을 정도야.	20	70	10
다른 사람이랑 눈 마주치면 넘 미안한 마음이 들어	20	70	10
임신한 이후로 스스로에게 너무 엄격하게 대하게 된 거 같아	70	20	10
내일 검사 결과 나오는 날인데 너무 초조하고 몸도 무거워	10	20	70
인생 노잼시기가 온 것 같아서 우울해	90	5	5
남편 없이 살 생각을 하니까 너무 아득해	10	20	70
뒤져버리고 싶지	5	90	5
우울하고 불안하고 죽고 싶다는 생각만 간절했어.	5	5	90
마음이 자꾸 외로워지는 것 같아	20	70	10
이제 돈도 다 써가고…아이는 아직 한참 엄마 손이 필요한 나인데…도와줄 사람도 없어서 너무 막막해.	20	70	10
루저가 된 기분을 들키고 싶지 않아서 말도 아끼게 돼.	10	80	10
피곤하고 몸도 무거워서 일을 제대로 못 다니겠어	5	5	90
횡단보도를 건너다가 차에 치여서 죽고 싶어.	20	70	10
근데 좋아하는 음악을 다시 들어봐도 아무런 감흥이 없어요.	20	10	70
어둠 속에 갇혀 있는 느낌이야	20	10	70
요리도 제대로 못 하는 내가 쪽팔려	10	20	70
인생이 허무하다	70	20	10
30주 접어드니까 걱정되는 것들 투성이에 잠들면 바로 깨버려 	5	5	90
너무 스트레스 받아요.	5	5	90
욱하고 화내고 울고…	70	10	20
가끔 기분이 엄청 가라앉아서 죽고 싶단 생각도 하긴 해요.	10	80	10
식욕이 왜 주는 거야?	20	10	70
업무를 볼 때도 영혼을 잃은 것 같아요	70	20	10
밤에 잠을 못 자는 이유를 모르겠어요	10	10	80
내 자신이 돼지 같아.	20	70	10
내 마음대로 되는 일이 없으니까 너무 힘들어	5	90	5
겉도니까 자꾸 지치는 것 같아	10	70	20
오빠가 출근하고 나면 손가락조차 움직이기가 싫고 마음만 조마조마해	10	20	70
운동을 해도 계속 살만 쪄	10	20	70
마음이 괴로워서 죽을 것 같아	5	5	90
다시 죽고싶다는 생각밖에 없어요.	10	70	20
남편때문에 자는 것도 어설프게 자	10	20	70
티브이 보다가 졸다가 폰만 만지작 거리고 아무것도 안 해	10	20	70
이유는 모르겠는데 자꾸 비참한 기분이 들어	20	70	10
제대로 된 삶을 살 수 없을것 같다는 생각이 들어	20	70	10
전화 끊고 나니까 갑자기 확 우울해졌어요.	5	5	90
혼자 있을 때마다 못 자요	20	10	70
선택할 게 많으면 결정하기 힘들어져요	10	10	80
마음을 얻어 맞은것처럼 너무 아파	70	10	20
애때문에 내가 뒤져버리고 싶은 심정이야	10	80	10
체중만 감소했는데?	10	20	70
저 너무 절박해요	5	90	5
유산 가능성이 있어서 아직 아무한테도 알리지 않아서 더 고독해	20	70	10
제 인생은 이대로 끝나버린 것 같고 삶의 낙이 없어요.	10	80	10
특히 첫째 아이를 볼 때 제일 그래요. 막 화가 나요.	70	20	10
유독 많이 먹는 날은 힘들어서 그런 것 같아.	20	10	70
모든 게 다 내 탓이야	70	20	10
너무 힘들어서 죽고 싶었어요. 그거밖에 도망칠 방법이 없으니까.	10	70	20
임신 기간 내내 행복했는데 사소한 것들 때문에 그렇게 서러운 거야	5	5	90
에너지가 너무 쉽게 방전 돼	10	10	80
가만히 있는 게 어려워서 잠들 때도 너무 힘들어	10	10	80
몸도 앙상해지고, 얼굴은 시체같아서 요즘 거울도 못봐.	10	10	80
현재 이 순간에 집중을 해야 하는데… 머릿속이 뿌연 느낌.	10	20	70
참고 참다가 결국 나도 화를 냈어. 다른 집 남자처럼 돈 좀 많이 벌어오라고!	70	10	20
혈압이 너무 높으니까 아이한테 미안하고 죄책감 들었어요	10	70	20
멍을 너무 심하게 때려	70	10	20
머리도 계속 멍하고, 계속 생각에 잠겨있어.	20	10	70
아침에 눈 뜨면 죽고 싶어.	20	70	10
변성기 다 지나면 다시 오라고 했는데 너무 절망적이었죠.	5	90	5
나 때문에 사업이 망했어	20	70	10
친구들이 나만 미워하는것 같아서 만나고 싶지 않아	70	20	10
일을 관두고 나니까 슬럼프가 온 거 같아	20	10	70
힘든 일이 겹치니까 나도 더 이상 버틸 수가 없더라.	5	5	90
병원에 있으면 책망 당하는 기분을 느껴	80	10	10
음식 냄새를 맡아도 식욕이 안 생겨.	10	10	80
너무 힘들고 질려요.	20	10	70
나만 아기가 안 생기니까 너무 걱정되고 좌절감이 들었어	10	70	20
정말 참담해요.	5	90	5
이제는 아예 안 나가.. 데이트도 안 하고.	5	5	90
같이 밥 먹을 친구도 없어서…너무 외로웠던것 같아.	20	70	10
언어도 다르고, 문화도 다르니까 너무 힘들었어요.	5	5	90
하루 종일 아무것도 못 하고 누워있기만 해	10	10	80
내 자신도 한심스럽고 엄마, 아빠도 원망되고…힘들어.	70	10	20
그냥 집에 틀어박혀서 TV나 보게 됐어.	10	20	70
회사에서 눈치 주니까 내가 죄인처럼 느껴져	10	70	20
점심 시간에도 입맛이 없더라구요	10	20	70
혼자 있어도 외롭고 같이 있어도 외로워.	5	90	5
내가 우유부단한 게 싫어요	10	20	70
체력이 안 좋아지니까 뭐든 하기 싫어지는 것 같아	10	20	70
결혼하고 나서 왜 이렇게 서운한 일만 생기는지 진짜 괴롭다	20	10	70
내 인생은 왜 이 모양일까…	5	90	5
왜 나만 이렇게 속 터져야 하는지 화가 나 죽겠어	5	5	90
신경질 나서 미치겠어	80	10	10
누가 날 쳐다보면 초조해지면서 몸이 무거워져	10	20	70
요즘처럼 자신감이 없었던 적이 있었나 싶어. 진짜 어디론가 증발해버리고 싶어.	20	10	70
무단횡단을 꽤 많이 했는데 치여 죽지도 않더라고요.	10	80	10
다이어트하는 것도 아닌데 살이 그렇게 빠지네	5	5	90
최근에 내가 웃은 적이 별로 없구나…	5	5	90
피곤하고 멍해서 가만히 있다가 부르는 소리를 못 들을 때가 많아	70	10	20
부모님께 복수하는 방법으로 제가 죽는 걸 생각할 정도였어요.	5	90	5
내가 살아온 게 모두 가치가 없는 거 같아	20	70	10
머리가 멍할 만큼 심하게 피곤해	70	10	20
맛있는 거 먹으면 괜찮아졌는데, 요즘은 아니에요.	20	10	70
살이 심하게 쪄버렸어요	5	5	90
죽는 게 나을 것 같다는 생각이 들어.	20	70	10
사소한 일에도 감정이 좋았다가 나빴다가 하니까 피곤할 정도야	10	20	70
어느날은 화가 나고..	80	10	10
나 죽을거야	10	70	20
맞은 것도 너무 속상하고 너무 무관심해서 아직도 원망해.	80	10	10
널부러져 있는 거 고치고 싶은데 안 고쳐져	5	5	90
초조한데 아무것도 하기 싫어서 샤워도 잘 안 해	20	10	70
애기때문에 식사량이 줄었어요	20	10	70
일찍 임신하고 결혼한 사람이 나뿐이라 대화가 잘 안 맞는 것 같아	20	70	10
짜증나서 미치겠어	5	90	5
과민반응때문에 너무 힘들다	10	20	70
임신하고 출근하는 게 그렇게 힘들 수가 없었어.	20	10	70
나 자신에 대한 확신도 없고 사는것도 힘드니까 친구들도 안 봐	5	90	5
시간은 아까운데 뭘 해도 귀찮고 아무것도 안 하고 하루가 가	20	10	70
지킬앤하이드라도 된 기분이야	10	20	70
암울해서 내일 당장 어떻게 될 것 같아	70	10	20
엄마가 계속 이상한 소리 하니까 성질 나	70	10	20
원인도 없는데 잠이 안 와요	10	10	80
엄마한테 자꾸 죄책감이 들어	10	80	10
적막하고 적적해지는 것 같아	10	70	20
기분이 오락가락해서 벅찰 정도야	20	10	70
의지할 곳 없어서 지독하게 쓸쓸하고 모든 게 아무것도 아닌 것처럼 보여	90	5	5
남편이랑 같이 잘 때 코를 엄청 골게 돼	5	5	90
가족들이 병원을 가보라고 했는데 그말을 듣고도 화를 냈어요.	80	10	10
식욕이 없어진지 두달은 넘었어.	20	10	70
너무 펌하고 싶어서 해버려가지구 죄책감이 들어요	20	70	10
슬럼프 심해서 미치겠어	10	10	80
친구들은 전부 좋은 집에 좋은 차를 타고 다니는데 나만 이런것 같아서 너무 힘들어	5	90	5
암울해서 쇼핑으로 풀어	90	5	5
유산하고 좌절감이 심하게 들기 시작했어	20	70	10
반공기만 먹는데 그 이상은 못먹겠더라고.	10	20	70
진통 힘들다는 얘기 들은 이후부터 너무 초조하고 숨이 차	20	10	70
시어머님때문에 뒤져버리고 싶어	5	90	5
패배감이 드니까 나도 모르게 주눅들게 돼.	5	90	5
자존심도 너무 낮아지고 힘드니까 자꾸 술 마시고 싶고 그래	10	70	20
조금밖에 못 자는 건 다 남편때문이야	5	5	90
살이 엄청 빨리 쪄서 과체중이 됐어	10	20	70
입 안으로 계속 밀어 넣어	10	10	80
기분도 계속 가라앉고 아무 것도 하기 싫고…	10	20	70
임신해서 그런지 물건도 계속 잃어버리고 꿀꿀해	5	5	90
심약한 상태가 되니까 아무 것도 할 의욕이 안 나	5	5	90
그 부담감에 너무 힘들어요.	5	5	90
근데 나는 할 줄 아는 것도 없고 이렇게 비교나 하고 못생겼어.	20	70	10
동료들이랑 얘기를 나누고 있으면 갑자기 신경질이 나	70	20	10
남편 생각하니까 입맛도 없고 다 귀찮아져	10	20	70
분노조절을 못하겠어	10	70	20
내가 좀만 젊었으면 우리 애도 다른 애들처럼 건강했을 텐데	20	70	10
내가 손만 대면 다 실패야	10	70	20
너무 자존감이 낮아서 혼자만 있게 돼	10	70	20
집안일에 회사 일까지 겹치니까 너무 힘들더라구.	20	10	70
남편이 없으면 너무 우울해지고 의욕이 없어져요	70	10	20
남편이 밥만 축내는 식충이라고 모욕하니까 내가 너무 가치 없이 느껴졌어	20	70	10
탈력감 심해서 아무것도 못하겠어요	20	10	70
힘이 빠져서 손가락 까딱하기도 힘들어	10	20	70
상실감 들고 패배감 쩔어요	10	80	10
자꾸 임신 실패하니까 포기하고 싶어져	20	70	10
혼자 있을 때 특히 괴로워	5	5	90
그런데 내가 게으르게 행동을 하고 싶어서 하는 게 아니라, 습관처럼 굳어져버린 거 같아.	10	20	70
밤에 오히려 더 관계를 가지고 싶단 생각이 안 들어	20	10	70
의사 말을 다 믿었던 내가 바보 같아	80	10	10
집 아닌 곳에서 잠을 못 자거든요	10	10	80
뭐든지 다 혼자 하니까 좀 외롭다는 생각도 들고...	5	90	5
뭘 시키면 까먹고 다시 물어보기도 해요.	10	10	80
속상한 게 자꾸 쌓여요	10	10	80
요즘 하루 하루 너무 죽고 싶어요.	10	70	20
식욕이 떨어지고 구토 증상도 있어요.	10	10	80
나 때문에 모든 게 잘못됐어	20	70	10
얹혀사는 기분이고, 가족이 아닌 사람 같아요.	10	70	20
내 몸이 힘드니까 불만이 생기는 것 같아	10	10	80
너무 자주 깨서 일상 생활이 어려워	10	20	70
몸무게만 보면 무슨 운동 선수같아	10	10	80
아들이란 얘길 들으니 힘이 빠져	10	20	70
식욕 자체가 줄었어. 힘이 좀 빠진 것 같아.	20	10	70
몸이 힘들고 감정기복도 시작되고 너무 고독한 것 같아	10	80	10
친구랑 만나면 더 우울해	80	10	10
기력이 다 사라져버렸어	10	20	70
알피지 게임을 해도 적적하더라	10	70	20
내 편을 들어주는 사람이 단 한 명만 있어도 행복할 거 같아.	10	80	10
다른 사람들이 나 비웃을 거 같아	5	90	5
나를 만만하게 보는 사람들이 많아서 자존감이 더 낮아지는 기분이야.	5	90	5
내가 왜 이렇게 비참한 인생을 살아야 하지	10	70	20
집에서 혼자만 있게 되니까 외롭고 눈물만 나와.	20	70	10
회사때문에 콱 뒤져버리고 싶어요	10	80	10
시부모님이 자꾸 나를 업신 여기니까 내 스스로 자존감이 떨어지는 것 같아.	20	70	10
예전부터 우울한 기분이 가끔씩 있었어.	10	20	70
하루하루 행복한 날이 없어	70	20	10
한 번에 못 자고 깨니까 미쳐버릴 것 같아	10	10	80
밤만 되면 더 우울하고 생각이 많아.	5	5	90
자도 자도 너무 피곤하다	20	10	70
먹는 것도 귀찮고…입맛도 없네요.	10	20	70
너무 당황스러울 정도로 슬럼프가 심한 거 같아	10	10	80
막 화낸 게 미안해서 또 울어	90	5	5
그래서 사소한 거에 스트레스를 되게 많이 받아서 힘들었어요.	10	10	80
성욕도 안 드는데 자야 하니까 싫지	10	20	70
영어학원에서 강사를 했는데, 계속 마음은 우울했어.	10	10	80
나도 하루 반 공기 정도.	20	10	70
근데 요즘은 아무것도 하기 싫어요.	5	5	90
뛰어내리고 싶다	10	80	10
일때문에 허약해졌어	10	20	70
허리가 아플 정도로 길게 자	10	20	70
패배의식과 우울감 때문에 괴로워	5	90	5
내가 실수해서 모든 걸 망칠까봐 매일 긴장해	5	90	5
특히 밤에 잘 때 누워있으면 속이 이상해요.	10	20	70
살이 자꾸 빠지는데 이유를 모르겠다	20	10	70
누가 옆에 있으면 속이 너무 안 좋아요	10	10	80
식욕 없을 당시에 살이 5킬로나 빠졌어.	10	10	80
매일 늘어지고 진짜 엄마 되기 너무 힘든 것 같아	10	10	80
입맛이 없어서 하루에 한끼도 먹기 힘들어요.	10	10	80
힘이 빠져서 누워있는 거밖에 못 하겠어	20	10	70
선택할 때 너무 힘들어	5	5	90
안절부절하고 숨이 차서 하루에 10분도 제대로 못 앉아있는 거 같아	20	10	70
신경을 많이 써서인지 자꾸 자게 되네	10	10	80
자신이 없었어.	5	5	90
이상하게 친구들한테 화나는 일 있으면 참을 수 있는데, 가족한테는 안 그래. 더 과하게 화를 내는 것 같아.	70	10	20
이번 생은 끝이란 생각이 들어	10	80	10
아무것도 가진게 없는 내가 딱하고 한심해	20	70	10
사는 게 너무 무료해서 스트레스를 받는 것 같아	10	70	20
아파서 그러는 거니까 이해하려고 하는데…저도 너무 힘드니까 화를 내게 되네요.	80	10	10
쉬는 날이 와도 뭘 할지 모르겠는데 너무 쓸쓸하더라	5	90	5
남편이 왜 이렇게 얼빠진 얼굴로 있냐고 할 정도야	90	5	5
나 때문에 일을 그르친 거 같아서 사과하기 바빠	10	80	10
눈총을 받으니까 미치겠더라.	10	70	20
허무한 기분이에요	90	5	5
거의 매일 수업을 멍때리면서 들었던거같아.	10	10	80
자잘한 거에 짜증을 내니까 내가 너무 힘들어	20	70	10
너무 입맛도 없고 힘도 안 난다	10	20	70
내 삶이 비참해졌다	20	70	10
친구도 없고 누구 사귀는 것도 어려워서 외롭고…	5	90	5
눈총을 받으면 나도 모르게 눈물이 나오더라.	10	80	10
미친 듯이 먹게 돼	10	10	80
미친 듯이 졸리고 피곤하고 모든 게 귀찮아	20	10	70
절망 속에 싸여있어서 답답해	10	80	10
자꾸 자신감이 떨어져요.	10	20	70
그런데…요즘 들어 나 자신에게 회의감이 들어.	5	90	5
이런 생각을 하는 내가 한심했지만…	5	90	5
임신 후부터 수면장애가 너무 심해	10	20	70
그냥 인생이 다 망해버린 것 같아서 너무 힘들어. 다 놔버리고 싶어.	10	80	10
사는 게 가치 없다	10	70	20
살 빠진 거 찌우려고 했는데도 안 돼서 힘들어	10	20	70
그래서 그런지 자꾸 잠을 설치게 돼요	10	20	70
성격이 변하는 것 같아 슬퍼	5	5	90
튼튼한 몸이 아닌 이유는 잘 모르겠어	5	5	90
침울하니까 강아지 못살게 굴고.. 나도 이상한 거 알아	70	10	20
체하는 이유를 모르겠어	10	10	80
내 입장도 아니면서 어떻게 그렇게 속 편하게 말할 수 있는지 화나는 거야	10	10	80
마음이 허무해	80	10	10
남편이 조금만 인상 쓰면 가만히 있지 못하고 막 뭐라 하게 돼	5	90	5
어떤 위로를 받아도 절망감이 없어지지 않아	5	90	5
본가에서 자면 잠을 푹 못 자	10	10	80
엄마의 화풀이를 감내하며 사는게…너무 끔찍해.	90	5	5
스트레스 때문인지 코골이를 하게 됐어	20	10	70
뭘 해도 답답함이 사라지지 않아	70	10	20
친구들과 어울리다가도 집에 오면 외로워	20	70	10
메이크업 받고 머리를 해도 내가 너무 못난 것 같아.	5	90	5
시험 준비한다고 거의 집에만 있으니까…	20	10	70
첫째 쫓아다닌다고 너무 피곤하고 몸이 무거워	20	10	70
그냥 조금 침울해	70	20	10
지금 당장이라도 다 던져버리고 도망가고 싶어요.	10	20	70
몸이 불편하니까 컨디션이 안 좋아	10	10	80
잠 안 와서 너무 힘들다	5	5	90
왜 이렇게 입맛이 없을까	20	10	70
에너지가 0이야	10	10	80
수면제를 한번에 다 털어 넣고 죽어버리면 어떨까?	20	70	10
애 방학 때는 늘 슬럼프인 거 같아	10	10	80
나 혼자만 따로 노는 것 같아서 힘들어	10	80	10
혼란스러워서 잠을 못 자고 있어	80	10	10
맞아 요즘 되게 우울했어	90	5	5
막상 다시 시작하려고 해도 여러 문제들이 있어.	5	5	90
뭘 하든 항상 내가 이걸 할 수 있을까? 싶어.	10	20	70
그래서 맨날 울고 그러다가 자살 시도도 했어요.	5	90	5
그래서 안 가고 지금은 대학 잘 다니고 있는데 요즘 들어 다시 우울해져요.	5	5	90
전남편이랑 이혼하고 나서 죽고 싶다는 생각을 많이 했어요.	10	80	10
며칠 전에 별것도 아닌 일에 화가 나서 감기약 80알을 삼켜버렸어.	10	80	10
시댁때문에 짜증나서 자살해버리고 싶어	20	70	10
너무 화가났지만 참았지.	80	10	10
처음에는 임신만 하면 다 괜찮은 줄 알았는데 새삼 너무 고독해져	5	90	5
평일에 아예 못 자고 주말에 한꺼번에 몰아서 자게 돼	10	20	70
남편만 생각하면 너무 원통하고 한계치에 와 있는 것 같아	10	70	20
집중력 떨어지고 나서 운전하다가 사고 날 뻔해서 운전 자제 중이야	10	10	80
밥 생각이 1도 없다.	10	10	80
먹는 건 비슷한데 체중이 줄었어.	10	10	80
엄마만 생각하면 내가 죄인 같아	20	70	10
그 얼굴을 보고 있으니까 화가 또 치밀어 올라서 순간적으로 목을 졸라버리고 싶은 생각도 잠깐 했어.	80	10	10
9주정도 됐는데 식욕이 완전히 사라졌어	10	10	80
사람들이 아무 이유 없이 나를 비웃는 것처럼 느껴져.	5	90	5
고등학교를 졸업한 후에는 좀 막막했어.	5	90	5
그래서 오빠를 미워하면 안 되는데… 그냥 요즘 좀 미워요.	90	5	5
근데 일을 하지 않을 때는 좀 무기력해져요.	5	5	90
너무 슬프고 마음처럼 안 되니까 자꾸 비참해	20	70	10
뭘 하고 싶은 의지가 없고, 기운도 없어요.	10	20	70
갈 데가 교회 뿐인데, 교회 사람들도 내 또래가 없어서 외로워.	10	70	20
임당 재검이라고 해서 너무 속이 상해요	10	10	80
진짜 신랑이 야속한 것 같아	70	20	10
 때리고 싶었어요	70	20	10
임신우울증 때문에 너무 괴로워	10	10	80
살 빠지니까 폭식이 더 늘어난 것 같아	10	20	70
남편만 믿고 살았는데 버림 받으니까 내 인생이 한심스러웠어	10	80	10
출근길에 너무 마음이 갑갑해	80	10	10
처음 보는 사람한테도 짜증을 내	5	90	5
남들은 내가 유학 간다고 부러워하는데 난 너무 힘들어.	10	10	80
요새 친구들과 있을 때 대화 주제가 다 나와 상관이 없어서 	10	80	10
난 정말 절박하거든	10	70	20
이러다 날밤 새겠어	20	10	70
자존감 떨어지고 나서 주의 시선도 너무 의식하게 돼	10	80	10
남편이랑 있으면 자존감이 낮아져	10	80	10
계속 답답하고 오늘도 잠을 못 자고 날이 밝은 것 같아	5	5	90
친구들이 쌀쌀맞게 대하는 것 같아서 잘 안보게 돼	10	80	10
태교도 영혼 없이 하는데 시간이나 빨리 가면 소원이 없을 것 같아	80	10	10
호르몬 때문인지 아무것도 하기 싫고 그냥 혼자 있고 싶어	70	10	20
소중한 사람이 떠나가니까 세상 이렇게 허망할 수 있을까 싶어	70	10	20
이렇게 생각하면 할 수록 더 우울해진다는 건 알고 있는데 맘처럼 잘 안 돼요.	20	10	70
모든 걸 그만두고 싶을 정도로 슬럼프가 심하게 왔어	20	10	70
요즘 계속 기분이 가라앉고, 잠도 제대로 못 자요.	20	10	70
마음이 이렇게 허전하고 쓸쓸할 수도 있는 걸까	90	5	5
내가 얼만큼 힘들지 관심을 주지 않아	10	70	20
예전보다 화내는 게 과격해진 거 같아.	70	20	10
잠을 이렇게 못 자는데 또 살은 찌더라. 벌써 3kg나 쪘어.	20	10	70
자존감이 낮으니까 별것도 아닌 일에 괴로움을 느끼는것 같아	70	10	20
아무리 태교를 해도 울적한 게 풀리지 않아요	10	20	70
이유없이 조각잠만 자	20	10	70
집 와도 아무 것도 먹고 싶지 않아	5	5	90
사실 간질로 힘든 것보다 이 발작으로 생긴 트라우마가 더 힘들어.	10	10	80
친한 친구들도 다 파주에 있는데… 만날 사람도 없고.. 외로워요.	10	80	10
기분이 좀 쎄했어. 무슨 말을 하려고 저러나…	20	10	70
내 마음이랑 상관없이 주기적으로 우울증이 오는 것 같아.	10	10	80
몸이 너무 처져서 죽을 것 같아	5	5	90
끝없이 가라앉는 기분이에요.	10	20	70
뭐 어디 나가고 싶지도 않고 내가 너무 징그러워서 그냥 하루종일 우울해.	20	10	70
좋은 마음 가지고 싶은데 자꾸 슬퍼져요	20	10	70
죽고싶다는 생각도 많이 하구요.	10	70	20
기분이 안 좋죠.	20	10	70
혼전 임신이라고 사람들이 비웃는 것 같았어.	5	90	5
진짜 요즘 하루종일 너무 죽고만 싶어.	10	70	20
그때부터 우울했던 것 같아요. 	5	5	90
계속 의욕이 안 생기면 어떡하지	10	10	80
술도 못하고 담배도 못하는 날 두고 술, 담배 하는 게 너무 밉잖아	10	80	10
친구들을 만나도 공허함	70	10	20
내가 너무 작아지는 것 같아.	20	70	10
막 달이라 그런가 사는 가치가 뭔지도 모르겠고 현타 오지게 온 것 같아	90	5	5
아기한테 애정을 못 느끼는 내가 너무 이상하고 부끄러워	5	5	90
집안일만 하려고 하면 힘이 빠져	10	10	80
어떤 걸 해도 공허해	80	10	10
신랑 말투가 바뀐 뒤부터 울적해요	20	10	70
목숨 끊어버리고 싶다는 생각만 엄청 하는 것 같아	10	70	20
몸무게가 줄어서 자꾸 이것저것 주워 먹게 돼	5	5	90
아기랑 둘이 살아갈 생각을 하니까 너무 절망적이고 좌절감이 느껴지더라	10	80	10
아무도 날 이해해주지 않아.	10	80	10
바빠서 그런지 식욕도 없고 무기력하네	20	10	70
인생 사는 게 무슨 의미가 있어	70	20	10
내가 너무 잃은 것도 많고 인생을 실패한 거 같다	5	90	5
회사에 있으면 더 입맛이 없어	10	20	70
몸무게 줄어든 거 진짜 심하다	20	10	70
거울 보면 더 우울해져서 오히려 역효과인 거 같아.	5	5	90
요즘 너무 침울해	80	10	10
너무 외로운데 운동하면 나아질까	20	70	10
매일매일 호르몬이 바뀌니까 좋아하던 것도 하고 싶지 않아	80	10	10
마음이 너무 아프고 괴롭고 희망이 없어	5	90	5
그때부터 화가 조절이 안 되고 폭력적으로 변했던 것 같아.	70	20	10
회사 다니면서 살이 더 빠진 것 같아	5	5	90
모든 게 다 아무 의미 없고 고독해서 아사히 마셨어	80	10	10
타지에서 만날 사람도 없고 진짜 너무 힘들고 지쳐	10	10	80
살림을 잘 하는 것도 아닌데 맨날 하고 있으려니 슬럼프가 와	5	5	90
